ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
27,Minnesota,MN,27057,Hubbard County,27057,"Hubbard County, Minnesota",926.011609322386,21479,0,14729,42,8778,164,3934,393,429,79,2047,200,921,123,1238,192,5533,30,4529,43,3120,216,332,101,78,75,1858,57,781,171,1468,145,196,59,458,143,285,13,18.6,1.9,4.3,0.8,23.3,2.2,5.9,0.8,5.8,0.9,25.8,0.1,21.1,0.2,14.7,1.0,3.8,1.1,0.4,0.4,8.7,0.3,5.3,1.2,10.0,1.0,2.3,0.4,5.2,1.6,1.3,0.1,0.5233,0.6744,0.7674,0.314,0.7442,3.0233,0.6744,0.8953,0.1628,0.7442,0.186,0.3256,2.3139,0.4302,0.2791,0.2791,0.2791,0.2442,0.8721,0.7442,0.5,0.1163,2.4768,0.5116,8.0931,0.5581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16676,1252,143,146,56,568,0,58,25,489,58,0,17,577,122,20,14,14.3,1.7,0.7,0.3,2.6,0.0,0.3,0.1,2.3,0.3,0.0,0.1,2.7,0.6,0.1,0.1
27,Minnesota,MN,27059,Isanti County,27059,"Isanti County, Minnesota",435.758151963392,41257,0,16682,48,15572,207,6218,845,929,275,3627,382,2165,357,2107,384,6869,90,9583,73,5234,409,795,210,129,96,3132,46,1318,224,469,102,194,63,508,110,420,15,15.2,2.1,4.2,1.3,23.3,2.4,7.5,1.2,5.1,0.9,16.6,0.2,23.2,0.2,12.7,1.0,5.1,1.3,0.3,0.2,7.6,0.1,7.9,1.3,2.8,0.6,1.3,0.4,3.3,0.7,1.0,0.0,0.2093,0.6628,0.7674,0.7442,0.5465,2.9302,0.6279,0.1977,0.5233,0.4884,0.6163,0.2093,2.035,0.2209,0.1977,0.1977,0.1977,0.5698,0.3488,0.314,0.0581,0.0581,1.3488,0.1279,6.5117,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31289,1633,239,389,68,996,0,742,49,134,60,4,8,848,104,19,17,10.5,1.6,0.9,0.2,2.4,0.0,1.8,0.1,0.3,0.1,0.0,0.1,2.1,0.3,0.0,0.1
27,Minnesota,MN,27061,Itasca County,27061,"Itasca County, Minnesota",2667.457414018048,45054,0,25595,63,18121,357,8279,703,1270,239,4451,397,1830,233,2261,396,11104,59,9166,0,7987,509,766,145,58,69,4872,286,1694,248,2034,207,316,107,1008,187,1206,35,18.9,1.6,6.2,1.1,24.6,2.1,5.6,0.7,5.1,0.9,24.6,0.1,20.3,0.0,18.0,1.1,4.3,0.8,0.1,0.2,10.8,0.6,6.6,1.0,7.9,0.8,1.7,0.4,5.6,1.0,2.7,0.1,0.5581,0.9651,0.9186,0.2558,0.5465,3.2441,0.7674,0.8488,0.1047,0.9651,0.3372,0.0233,2.2791,0.3953,0.4535,0.4535,0.4535,0.4651,0.814,0.4884,0.6279,0.686,3.0814,0.7442,9.0581,0.7093,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,40119,2696,267,274,79,765,0,125,43,1285,141,26,23,2267,303,130,59,14.9,1.4,0.6,0.2,1.7,0.0,0.3,0.1,2.9,0.3,0.1,0.1,5.0,0.7,0.3,0.1
27,Minnesota,MN,27063,Jackson County,27063,"Jackson County, Minnesota",702.972008680984,9990,0,4912,37,4391,88,1536,212,109,53,747,124,470,85,395,128,2254,31,2157,28,1416,178,156,56,78,65,899,14,274,75,83,31,81,41,213,67,128,18,15.6,2.2,2.0,1.0,17.0,2.8,6.5,1.2,4.0,1.3,22.6,0.3,21.6,0.3,14.3,1.8,3.6,1.3,0.8,0.7,9.0,0.1,5.6,1.5,1.7,0.6,1.9,0.8,4.9,1.5,1.3,0.2,0.2791,0.0814,0.0814,0.4302,0.2558,1.1279,0.1279,0.7326,0.2209,0.7209,0.1279,0.5698,2.3721,0.5,0.314,0.314,0.314,0.3256,0.1163,0.593,0.4302,0.1163,1.5814,0.186,5.3954,0.1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9547,622,98,27,40,426,0,146,31,3,6,0,13,286,49,11,11,14.2,2.2,0.3,0.4,4.3,0.0,1.5,0.3,0.0,0.1,0.0,0.2,2.9,0.5,0.1,0.1
27,Minnesota,MN,27065,Kanabec County,27065,"Kanabec County, Minnesota",521.609463716128,16145,0,7770,33,6518,146,3288,338,351,76,1502,154,998,137,775,200,3435,19,3456,0,2536,184,187,61,28,54,1044,36,317,86,971,104,154,61,296,78,278,8,20.7,2.1,4.4,1.0,23.0,2.3,8.7,1.2,4.9,1.3,21.3,0.1,21.4,0.0,15.9,1.2,2.9,0.9,0.2,0.4,6.5,0.2,4.1,1.1,12.5,1.3,2.4,0.8,4.5,1.2,1.7,0.0,0.7558,0.7326,0.7326,0.8372,0.5,3.5582,0.8372,0.5698,0.186,0.8953,0.0349,0.1047,1.7907,0.1047,0.1395,0.1395,0.1395,0.093,0.9535,0.7674,0.2558,0.3372,2.4069,0.5,7.8953,0.5465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10709,1107,122,66,35,292,0,69,26,60,34,0,15,552,71,5,8,17.0,1.8,0.4,0.2,1.8,0.0,0.4,0.2,0.4,0.2,0.0,0.1,3.4,0.4,0.0,0.1
27,Minnesota,MN,27067,Kandiyohi County,27067,"Kandiyohi County, Minnesota",797.364761928302,43686,0,20032,65,17128,273,8495,902,888,212,3564,369,2896,371,2611,441,8598,105,10634,50,5663,392,832,173,1480,353,9810,72,1946,325,574,139,458,160,949,200,1220,42,20.0,2.1,3.8,0.9,20.8,2.1,9.9,1.3,6.1,1.0,19.7,0.2,24.3,0.1,13.2,0.9,4.9,1.0,3.6,0.9,22.5,0.2,9.7,1.6,2.9,0.7,2.6,0.8,5.5,1.2,2.8,0.1,0.686,0.5698,0.5349,0.9302,0.814,3.5349,0.814,0.4302,0.7326,0.5465,0.5349,0.9535,3.1977,0.8721,0.907,0.907,0.907,0.6628,0.3837,0.814,0.6163,0.6977,3.1745,0.7791,10.8141,0.907,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,45524,2252,270,2624,185,5717,0,487,114,165,83,0,20,742,245,75,51,13.1,1.6,6.0,0.4,13.1,0.0,1.1,0.3,0.4,0.2,0.0,0.1,1.7,0.6,0.2,0.1
27,Minnesota,MN,27069,Kittson County,27069,"Kittson County, Minnesota",1098.999011943386,4191,0,2282,36,1722,77,690,100,65,31,226,46,118,37,177,65,1101,28,911,13,439,82,71,22,5,35,254,22,134,33,146,37,26,15,80,30,320,23,17.1,2.5,3.1,1.4,13.1,2.6,4.0,1.2,4.4,1.6,26.3,0.7,21.7,0.3,10.9,2.0,4.2,1.3,0.1,0.9,6.1,0.5,5.8,1.4,6.4,1.6,1.6,0.7,4.6,1.7,7.6,0.5,0.3953,0.314,0.0,0.0349,0.3372,1.0814,0.1047,0.9302,0.2558,0.1512,0.3023,0.0233,1.6628,0.0465,0.1163,0.1163,0.1163,0.3372,0.7326,0.4302,0.3023,0.9651,2.7674,0.6279,5.6279,0.1512,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,3205,294,65,34,23,56,31,21,9,10,15,0,9,128,44,5,6,17.1,3.6,0.8,0.5,1.3,0.7,0.5,0.2,0.2,0.4,0.0,0.5,3.1,1.1,0.1,0.1
27,Minnesota,MN,27071,Koochiching County,27071,"Koochiching County, Minnesota",3104.703750194302,12072,0,7440,27,5703,189,2221,320,302,102,1000,194,665,184,710,169,3262,56,2138,36,2246,258,344,95,15,55,1100,208,472,102,564,118,19,15,394,129,372,36,18.9,2.7,5.1,1.7,17.5,3.4,7.3,2.0,6.0,1.4,27.0,0.5,17.7,0.3,19.0,2.2,6.0,1.7,0.1,0.5,9.1,1.7,6.3,1.4,7.6,1.6,0.3,0.2,6.9,2.2,3.1,0.3,0.5581,0.8372,0.1163,0.6628,0.7674,2.9418,0.6395,0.9651,0.0233,0.9884,0.814,0.0233,2.8141,0.7907,0.3256,0.3256,0.3256,0.4186,0.8023,0.0116,0.8372,0.7442,2.8139,0.6395,8.8954,0.686,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,10778,854,147,91,42,168,0,83,30,218,62,0,15,540,216,0,15,15.0,2.5,0.8,0.4,1.4,0.0,0.7,0.3,1.8,0.5,0.0,0.2,4.5,1.8,0.0,0.2
27,Minnesota,MN,27073,Lac qui Parle County,27073,"Lac qui Parle County, Minnesota",765.020581170346,6736,0,3483,31,2838,87,942,104,70,24,499,82,288,64,199,49,1831,9,1411,24,1052,92,109,31,43,47,399,11,225,54,61,21,15,10,97,31,155,9,14.3,1.6,2.1,0.7,17.6,2.8,5.9,1.3,3.0,0.7,27.2,0.1,20.9,0.4,15.9,1.4,3.8,1.1,0.7,0.7,5.9,0.2,6.5,1.5,1.8,0.6,0.5,0.3,3.4,1.1,2.3,0.1,0.1744,0.1047,0.1395,0.314,0.0465,0.7791,0.0349,0.9767,0.1279,0.8953,0.186,0.5233,2.7092,0.7326,0.0814,0.0814,0.0814,0.4419,0.1395,0.0349,0.0814,0.5814,1.2791,0.093,4.8488,0.0814,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5365,455,62,31,30,176,0,47,13,7,4,0,13,132,33,6,7,16.0,2.1,0.5,0.4,2.6,0.0,0.7,0.2,0.1,0.1,0.0,0.3,2.0,0.5,0.1,0.1
27,Minnesota,MN,27075,Lake County,27075,"Lake County, Minnesota",2109.10660946507,10915,0,7379,25,5036,199,1679,267,140,60,961,154,585,152,528,111,2939,41,2075,41,1682,191,248,94,21,56,540,6,355,106,259,86,33,18,218,68,282,6,15.7,2.5,2.8,1.2,19.1,3.0,7.1,1.9,4.9,1.0,26.9,0.4,19.0,0.4,15.7,1.8,4.9,1.9,0.2,0.5,4.9,0.1,4.8,1.4,3.5,1.2,0.7,0.2,4.3,1.4,2.6,0.1,0.2907,0.186,0.3256,0.6047,0.5,1.907,0.3488,0.9535,0.0698,0.8721,0.5349,0.1047,2.535,0.5814,0.0,0.0,0.0,0.1744,0.4535,0.0581,0.2326,0.6395,1.5581,0.1744,6.0001,0.2674,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9152,645,138,31,25,177,0,15,20,33,26,0,15,284,37,0,15,12.8,2.7,0.3,0.2,1.6,0.0,0.1,0.2,0.3,0.2,0.0,0.2,2.6,0.3,0.0,0.2
27,Minnesota,MN,27077,Lake of the Woods County,27077,"Lake of the Woods County, Minnesota",1297.874669108884,3786,0,3436,15,1632,128,644,157,41,32,380,102,116,54,177,94,951,28,702,35,471,111,56,32,1,34,318,30,99,34,879,145,0,12,39,26,54,16,17.2,4.2,2.1,1.6,23.3,6.0,4.0,1.9,4.7,2.5,25.1,0.7,18.5,0.9,12.6,3.0,3.4,1.9,0.0,1.0,8.4,0.8,2.9,1.0,25.6,4.2,0.0,0.3,2.4,1.5,1.4,0.4,0.4186,0.1047,0.7674,0.0349,0.407,1.7326,0.2907,0.8721,0.0465,0.4651,0.093,0.0,1.4767,0.0233,0.2442,0.2442,0.2442,0.0233,1.0,0.0,0.0,0.1512,1.1745,0.0465,4.628,0.0465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2928,333,93,15,20,19,23,4,7,81,69,0,9,193,75,6,10,20.4,5.7,0.4,0.5,0.5,0.6,0.1,0.2,2.1,1.8,0.0,0.5,5.1,2.0,0.2,0.3
27,Minnesota,MN,27079,Le Sueur County,27079,"Le Sueur County, Minnesota",448.732673764234,28795,0,12889,87,11340,179,3476,504,575,125,2169,238,1025,166,1642,391,5207,56,6723,19,2977,243,609,143,306,159,2867,49,784,167,249,61,121,49,320,75,442,45,12.2,1.8,3.6,0.8,19.1,2.1,5.1,0.8,5.7,1.4,18.1,0.2,23.3,0.1,10.4,0.9,5.4,1.3,1.1,0.6,10.0,0.2,6.0,1.3,1.9,0.5,1.0,0.4,2.8,0.7,1.5,0.2,0.1047,0.4884,0.3256,0.1512,0.7326,1.8025,0.3256,0.3023,0.5698,0.1395,0.6744,0.7093,2.3953,0.5233,0.407,0.407,0.407,0.3721,0.1628,0.1628,0.0116,0.2326,0.9419,0.0,5.5467,0.1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20221,1284,141,251,72,1916,0,125,27,114,38,0,17,423,89,38,38,11.3,1.3,0.9,0.2,6.7,0.0,0.4,0.1,0.4,0.1,0.0,0.1,1.5,0.3,0.1,0.1
27,Minnesota,MN,27081,Lincoln County,27081,"Lincoln County, Minnesota",536.784140273424,5630,0,3062,30,2433,71,991,111,78,24,470,62,266,46,300,54,1370,9,1318,30,720,66,83,23,15,49,306,26,99,31,52,23,17,14,74,22,196,12,18.2,2.0,2.7,0.8,19.3,2.5,6.7,1.2,5.5,1.0,24.3,0.2,23.4,0.5,13.2,1.2,3.4,0.9,0.3,0.9,5.4,0.5,3.2,1.0,1.7,0.8,0.7,0.5,3.0,0.9,3.5,0.2,0.4884,0.1628,0.3488,0.4767,0.686,2.1627,0.407,0.8256,0.6047,0.5465,0.093,0.2093,2.2791,0.3953,0.0465,0.0465,0.0465,0.0349,0.1163,0.0581,0.0349,0.8023,1.0465,0.0349,5.5348,0.1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431,369,49,9,8,125,0,19,12,6,8,3,4,143,28,1,3,15.2,2.1,0.2,0.2,2.2,0.0,0.3,0.2,0.1,0.1,0.1,0.1,2.5,0.5,0.0,0.1
27,Minnesota,MN,27083,Lyon County,27083,"Lyon County, Minnesota",714.4103649873219,25352,0,11188,37,9924,220,4788,597,400,104,2225,265,1162,231,1601,360,4247,71,6604,20,3054,306,580,146,719,217,4507,34,1427,225,262,84,243,119,724,135,1086,20,19.6,2.4,3.0,0.8,22.4,2.6,7.2,1.4,6.4,1.4,16.8,0.3,26.0,0.1,12.2,1.2,5.9,1.5,3.1,0.9,17.8,0.1,12.7,2.0,2.3,0.8,2.4,1.1,7.3,1.4,4.3,0.1,0.6395,0.2558,0.6977,0.6395,0.8488,3.0813,0.6977,0.2209,0.9302,0.407,0.7907,0.9302,3.279,0.9186,0.8256,0.8256,0.8256,0.8837,0.2093,0.7674,0.8837,0.8372,3.5813,0.8953,10.7672,0.8953,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,29198,1129,191,731,127,1934,0,1233,89,10,17,1,2,563,157,35,35,11.4,1.9,2.9,0.5,7.6,0.0,4.9,0.3,0.0,0.1,0.0,0.1,2.2,0.6,0.1,0.1
27,Minnesota,MN,27085,McLeod County,27085,"McLeod County, Minnesota",491.509713961476,36727,0,15869,67,14825,246,4847,634,628,169,3063,338,1658,255,1858,365,7140,62,8200,33,5048,409,555,136,312,159,3879,107,1695,287,731,213,184,95,591,161,481,34,13.3,1.7,3.2,0.9,20.7,2.3,6.5,1.0,5.1,1.0,19.4,0.2,22.3,0.1,13.9,1.1,3.8,0.9,0.9,0.5,10.6,0.3,10.7,1.8,4.6,1.3,1.3,0.6,4.0,1.1,1.3,0.1,0.1279,0.3721,0.5233,0.4302,0.5465,2.0,0.3837,0.4186,0.4186,0.686,0.186,0.6279,2.3371,0.4651,0.4419,0.4419,0.4419,0.7442,0.5581,0.314,0.1279,0.1163,1.8605,0.2558,6.6395,0.3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35038,2050,254,184,78,2542,0,245,57,42,43,0,20,788,151,78,40,13.8,1.7,0.5,0.2,6.9,0.0,0.7,0.2,0.1,0.1,0.0,0.1,2.1,0.4,0.2,0.1
27,Minnesota,MN,27087,Mahnomen County,27087,"Mahnomen County, Minnesota",557.866456968568,5389,0,2569,33,1879,39,1897,126,234,38,452,45,423,47,733,86,928,7,1691,7,902,76,210,29,17,42,2986,9,138,21,267,44,90,21,154,28,77,3,36.0,2.4,10.3,1.6,24.1,2.3,13.1,1.5,13.7,1.6,17.2,0.1,31.4,0.1,16.8,1.4,11.1,1.5,0.3,0.8,55.4,0.2,5.3,0.8,10.4,1.8,4.8,0.8,8.2,1.5,1.4,0.1,1.0,1.0,0.8721,0.9884,1.0,4.8605,1.0,0.2442,1.0,0.9419,1.0,0.2093,3.3954,0.9535,1.0,1.0,1.0,0.2442,0.9186,0.9884,0.9302,0.1512,3.2326,0.8023,12.4885,0.9884,1,1,0,1,1,4,0,1,1,1,0,3,1,1,0,1,1,1,0,3,11,4915,339,44,12,14,258,0,24,6,1889,83,9,8,787,84,7,7,18.0,2.5,0.2,0.3,4.8,0.0,0.4,0.1,35.1,1.5,0.2,0.1,14.6,1.6,0.1,0.1
27,Minnesota,MN,27089,Marshall County,27089,"Marshall County, Minnesota",1775.0592343884,9017,0,4430,43,3746,79,1361,175,128,33,621,78,467,76,365,73,2003,22,2100,22,1109,97,183,43,50,53,714,26,211,48,447,40,43,17,146,51,134,9,15.4,2.0,2.9,0.7,16.6,2.1,7.4,1.2,4.1,0.8,22.2,0.2,23.3,0.2,12.4,1.1,4.9,1.1,0.6,0.6,7.9,0.3,4.8,1.1,10.1,0.9,1.1,0.4,3.9,1.3,1.5,0.1,0.2326,0.2209,0.0465,0.7093,0.2674,1.4767,0.2326,0.6977,0.5698,0.4186,0.5349,0.407,2.628,0.6512,0.2209,0.2209,0.2209,0.1744,0.8837,0.186,0.1163,0.2326,1.593,0.2093,5.9186,0.2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5632,548,66,30,18,437,0,25,10,31,11,0,13,174,28,17,18,14.6,1.8,0.3,0.2,4.8,0.0,0.3,0.1,0.3,0.1,0.0,0.2,1.9,0.3,0.2,0.2
27,Minnesota,MN,27091,Martin County,27091,"Martin County, Minnesota",712.330418841446,19960,0,9737,73,8870,206,4156,520,541,155,1755,282,849,203,1096,254,4712,31,4377,26,3166,286,410,137,70,73,1810,137,867,188,238,83,112,64,540,149,360,33,21.1,2.6,5.2,1.4,19.8,3.1,6.0,1.4,5.6,1.3,23.6,0.2,21.9,0.1,16.0,1.5,4.6,1.5,0.4,0.4,9.1,0.7,8.9,1.9,2.4,0.8,1.3,0.7,6.1,1.6,1.8,0.2,0.814,0.8605,0.4302,0.3605,0.7093,3.1745,0.7442,0.8023,0.3605,0.9186,0.4302,0.3256,2.8372,0.814,0.3256,0.3256,0.3256,0.6279,0.2442,0.314,0.6977,0.3721,2.2559,0.4302,8.5932,0.6163,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,18928,1289,209,122,60,1076,0,98,31,24,20,2,4,336,86,152,135,14.5,2.3,0.6,0.3,5.4,0.0,0.5,0.2,0.1,0.1,0.0,0.1,1.7,0.4,0.8,0.7
27,Minnesota,MN,27093,Meeker County,27093,"Meeker County, Minnesota",607.967408474612,23352,0,10618,53,8975,175,3480,340,307,73,1753,173,942,123,1182,210,4704,33,5614,11,2787,191,404,111,80,70,1628,69,538,103,580,110,116,35,416,79,412,9,15.2,1.5,2.5,0.6,19.5,1.9,5.9,0.8,5.1,0.9,20.1,0.1,24.0,0.1,12.1,0.8,4.5,1.2,0.4,0.3,7.0,0.3,5.1,1.0,5.5,1.0,1.3,0.3,4.6,0.9,1.8,0.0,0.2093,0.1512,0.3721,0.314,0.5465,1.5931,0.2558,0.4651,0.686,0.3721,0.407,0.3256,2.2558,0.3721,0.1628,0.1628,0.1628,0.2209,0.686,0.314,0.3023,0.3721,1.8953,0.2674,5.907,0.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17079,1245,158,75,56,998,0,49,14,15,8,0,17,430,66,61,60,13.9,1.7,0.3,0.2,4.3,0.0,0.2,0.1,0.1,0.1,0.0,0.1,1.8,0.3,0.3,0.3
27,Minnesota,MN,27095,Mille Lacs County,27095,"Mille Lacs County, Minnesota",572.30531886716,26680,0,12875,71,10546,164,4921,455,641,109,2603,243,1725,215,1445,217,4864,24,6264,0,4127,274,671,152,132,77,3151,55,1049,170,1307,118,215,60,704,129,499,31,18.8,1.7,4.7,0.8,24.7,2.3,9.4,1.2,5.5,0.8,18.2,0.1,23.5,0.0,15.7,1.0,6.3,1.4,0.5,0.3,11.8,0.2,8.2,1.3,10.2,0.9,2.0,0.5,6.7,1.2,1.9,0.1,0.5465,0.7791,0.9535,0.9186,0.686,3.8837,0.8953,0.3256,0.6163,0.8721,0.8605,0.3605,3.035,0.8605,0.5233,0.5233,0.5233,0.593,0.8953,0.6512,0.814,0.4186,3.3721,0.8488,10.8141,0.907,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25524,1515,177,108,54,708,0,160,19,1177,110,26,21,905,128,67,61,14.4,1.6,0.4,0.2,2.7,0.0,0.6,0.1,4.4,0.4,0.1,0.1,3.4,0.5,0.3,0.2
27,Minnesota,MN,27097,Morrison County,27097,"Morrison County, Minnesota",1125.093785497848,34023,0,16130,64,13718,178,6214,716,709,114,3148,274,1802,211,1472,361,6853,24,7859,0,4318,329,586,118,79,96,1676,117,771,140,958,102,157,44,713,177,631,37,18.6,2.1,4.1,0.6,22.9,2.0,7.6,0.9,4.4,1.1,20.1,0.1,23.1,0.0,12.9,1.0,4.2,0.9,0.2,0.3,4.9,0.3,4.7,0.9,5.9,0.6,1.1,0.3,5.2,1.3,1.9,0.1,0.5233,0.6395,0.7209,0.7791,0.3372,3.0,0.6628,0.4651,0.4884,0.5116,0.3023,0.1047,1.8721,0.1163,0.0,0.0,0.0,0.1628,0.7209,0.186,0.5,0.4186,1.9883,0.314,6.8604,0.3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27798,2285,222,110,45,604,0,111,31,27,14,0,20,732,77,92,89,16.7,1.6,0.3,0.1,1.8,0.0,0.3,0.1,0.1,0.1,0.0,0.1,2.2,0.2,0.3,0.3
27,Minnesota,MN,27099,Mower County,27099,"Mower County, Minnesota",711.272576581846,40082,0,16933,58,15653,194,8356,860,643,166,3143,333,2410,335,1835,364,7398,66,10159,26,4754,377,923,235,1939,393,10004,134,1664,285,404,131,443,139,930,221,847,20,21.3,2.2,3.2,0.8,20.1,2.1,9.0,1.3,4.6,0.9,18.5,0.2,25.3,0.1,12.0,1.0,5.9,1.5,5.2,1.0,25.0,0.3,9.8,1.7,2.4,0.8,2.9,0.8,5.9,1.4,2.1,0.0,0.8372,0.3721,0.4651,0.8953,0.3953,2.965,0.6512,0.3721,0.8721,0.3488,0.7907,0.9767,3.3604,0.9302,0.9302,0.9302,0.9302,0.6977,0.2442,0.8837,0.686,0.5,3.0116,0.7326,10.2672,0.8488,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,37792,1998,270,1529,118,5064,0,2165,119,14,23,190,65,887,186,155,128,12.8,1.7,3.8,0.3,12.6,0.0,5.4,0.3,0.0,0.1,0.5,0.2,2.2,0.5,0.4,0.3
27,Minnesota,MN,27101,Murray County,27101,"Murray County, Minnesota",704.667016538288,8170,0,4418,40,3532,86,1265,148,123,31,543,76,510,79,411,105,2118,17,1780,16,1013,94,131,36,123,60,788,74,147,50,92,27,44,26,144,61,124,6,15.7,1.8,3.0,0.7,15.4,2.1,8.8,1.4,5.1,1.3,25.9,0.2,21.8,0.2,12.5,1.2,3.7,1.0,1.6,0.8,9.6,0.9,3.3,1.1,2.1,0.6,1.3,0.6,4.1,1.7,1.5,0.1,0.2907,0.2558,0.0116,0.8605,0.5465,1.9651,0.3721,0.9186,0.3372,0.4302,0.1512,0.814,2.6512,0.6977,0.3605,0.3605,0.3605,0.0465,0.1744,0.314,0.1744,0.2326,0.9419,0.0,5.9187,0.2442,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6310,677,84,47,10,380,0,110,30,2,3,0,13,176,45,73,64,19.2,2.3,0.6,0.1,4.7,0.0,1.3,0.4,0.0,0.1,0.0,0.2,2.2,0.6,0.9,0.8
27,Minnesota,MN,27103,Nicollet County,27103,"Nicollet County, Minnesota",448.516755873284,34380,0,13461,85,12913,175,5582,614,364,113,2609,366,1096,190,1275,291,5813,48,7451,0,4138,375,910,208,230,163,4610,144,1606,254,687,119,89,60,680,143,3282,68,17.5,1.9,1.9,0.6,20.2,2.8,4.9,0.8,3.7,0.9,16.9,0.1,21.7,0.0,12.1,1.1,7.1,1.6,0.7,0.5,13.4,0.4,11.9,1.9,5.1,0.9,0.7,0.4,5.3,1.1,9.5,0.2,0.4535,0.0581,0.4767,0.1279,0.1512,1.2674,0.1628,0.2326,0.2558,0.3721,0.9651,0.5233,2.3489,0.4884,0.6279,0.6279,0.6279,0.8488,0.6512,0.0581,0.5581,0.9884,3.1046,0.7674,7.3488,0.4302,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,32217,1550,236,1037,264,1702,0,502,132,73,45,0,20,1224,321,72,56,12.0,1.8,3.0,0.8,5.0,0.0,1.5,0.4,0.2,0.1,0.0,0.1,3.6,0.9,0.2,0.2
