ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
27,Minnesota,MN,27151,Swift County,27151,"Swift County, Minnesota",742.02529277245,9806,0,4683,68,4154,145,2390,306,179,56,968,128,470,106,565,120,2263,33,2246,61,1601,163,290,88,127,71,1164,108,369,92,111,38,70,34,191,55,196,9,24.8,3.2,3.7,1.1,23.3,3.0,6.9,1.5,5.9,1.2,23.1,0.3,22.9,0.6,16.6,1.7,7.0,2.1,1.4,0.8,11.9,1.1,7.9,2.0,2.4,0.8,1.7,0.7,4.6,1.3,2.0,0.1,0.9767,0.5,0.7674,0.5465,0.7558,3.5464,0.8256,0.7674,0.4535,0.9302,0.9535,0.7791,3.8837,1.0,0.5349,0.5349,0.5349,0.5698,0.2442,0.4884,0.3023,0.4767,2.0814,0.3605,10.0464,0.814,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,8697,830,98,85,76,558,0,0,13,44,24,78,55,387,130,12,13,20.0,2.2,0.9,0.8,5.7,0.0,0.0,0.2,0.4,0.2,0.8,0.6,3.9,1.3,0.1,0.1
27,Minnesota,MN,27153,Todd County,27153,"Todd County, Minnesota",945.09731149411,25277,0,12841,103,9767,220,5407,414,480,94,1894,193,1926,171,2346,334,5580,25,6026,17,3396,245,419,99,673,198,3098,182,613,139,1136,126,368,103,596,121,401,35,21.7,1.7,4.1,0.8,19.4,1.9,11.0,1.0,9.4,1.3,22.1,0.1,23.8,0.1,13.6,1.0,4.3,1.0,2.8,0.8,12.3,0.7,4.8,1.1,8.8,1.0,3.8,0.8,6.1,1.3,1.6,0.1,0.8953,0.6395,0.3605,0.9419,0.9535,3.7907,0.8837,0.6744,0.6395,0.6512,0.3372,0.9186,3.2209,0.8837,0.5698,0.5698,0.5698,0.1744,0.8488,0.9535,0.6977,0.2907,2.9651,0.6977,10.5465,0.8837,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,17660,2236,174,112,30,1880,0,122,23,59,24,54,8,815,197,56,28,22.9,1.7,0.4,0.1,7.4,0.0,0.5,0.1,0.2,0.1,0.2,0.1,3.2,0.8,0.2,0.1
27,Minnesota,MN,27155,Traverse County,27155,"Traverse County, Minnesota",573.871500703348,3345,0,1889,24,1433,74,613,118,67,29,242,64,144,45,78,32,822,9,721,0,464,70,46,26,32,34,460,24,139,58,67,25,12,17,74,34,108,15,18.9,3.6,4.0,1.8,16.9,4.4,6.2,1.9,2.4,1.0,24.6,0.2,21.6,0.0,14.3,2.2,3.2,1.8,1.0,1.1,13.8,0.7,7.3,3.1,3.5,1.3,0.8,0.9,5.2,2.3,3.2,0.4,0.5581,0.593,0.0698,0.3953,0.0,1.6162,0.2674,0.8488,0.2209,0.7209,0.0698,0.686,2.5464,0.593,0.6395,0.6395,0.6395,0.5116,0.4535,0.1279,0.5,0.7558,2.3488,0.4767,7.1509,0.3837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,290,52,19,15,147,0,0,9,185,49,0,9,91,46,18,24,20.2,3.5,0.6,0.5,4.4,0.0,0.0,0.6,5.5,1.5,0.0,0.6,2.7,1.4,0.5,0.7
27,Minnesota,MN,27157,Wabasha County,27157,"Wabasha County, Minnesota",522.922153373032,21460,0,10183,51,9229,173,2825,352,255,62,1933,203,848,140,869,134,4812,33,4633,65,2685,214,409,116,165,91,1291,27,485,130,723,118,166,75,437,114,263,8,13.3,1.7,2.2,0.5,20.9,2.2,5.5,0.9,4.1,0.6,22.4,0.2,21.6,0.3,12.6,1.0,4.4,1.3,0.8,0.4,6.0,0.1,4.8,1.3,7.1,1.2,1.8,0.7,4.7,1.2,1.2,0.0,0.1279,0.1279,0.5581,0.2326,0.2674,1.3139,0.1744,0.7093,0.2209,0.4651,0.3837,0.5698,2.3488,0.4767,0.093,0.093,0.093,0.1744,0.7674,0.5581,0.3605,0.093,1.9534,0.2907,5.7091,0.1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15833,1381,136,45,56,677,0,117,24,48,29,92,93,297,87,15,11,15.0,1.4,0.2,0.3,3.2,0.0,0.5,0.1,0.2,0.1,0.4,0.4,1.4,0.4,0.1,0.1
27,Minnesota,MN,27159,Wadena County,27159,"Wadena County, Minnesota",536.34694462356,14108,0,6971,44,5734,162,3297,432,405,196,1377,218,705,168,844,172,2836,25,3708,6,2121,210,432,145,15,56,1180,206,681,194,505,78,325,122,522,158,459,23,24.0,3.1,6.1,2.9,24.0,3.7,7.5,1.8,6.1,1.3,20.1,0.2,26.3,0.1,15.4,1.5,7.5,2.5,0.1,0.4,8.4,1.5,9.8,2.8,7.2,1.1,5.7,1.7,9.1,2.7,3.3,0.2,0.9535,0.9419,0.8605,0.7442,0.814,4.3141,0.9535,0.4651,0.9419,0.8488,0.9767,0.0233,3.2558,0.907,0.2442,0.2442,0.2442,0.6977,0.7907,1.0,0.9884,0.7791,4.2559,1.0,12.07,0.9767,1,1,0,0,0,2,0,1,0,1,0,2,0,0,0,0,1,1,0,2,6,15729,1005,156,76,44,311,0,71,20,24,21,0,15,694,219,4,5,17.5,2.7,0.5,0.3,2.2,0.0,0.5,0.1,0.2,0.1,0.0,0.1,4.9,1.6,0.0,0.1
27,Minnesota,MN,27161,Waseca County,27161,"Waseca County, Minnesota",423.362821000546,18953,0,7899,41,7493,107,2794,359,326,117,1651,250,926,180,699,232,3435,19,4369,0,2140,236,505,142,152,85,2182,17,416,139,209,104,129,80,249,110,904,31,15.4,2.0,3.3,1.2,22.0,3.3,7.1,1.4,3.9,1.3,18.1,0.1,23.1,0.0,11.8,1.3,6.8,1.9,0.9,0.5,11.5,0.1,5.3,1.8,2.6,1.3,1.8,1.0,3.3,1.5,4.8,0.2,0.2326,0.4419,0.6628,0.6047,0.2209,2.1629,0.4186,0.3023,0.4884,0.3023,0.9302,0.6279,2.6511,0.686,0.5,0.5,0.5,0.2442,0.3256,0.5581,0.0581,0.907,2.093,0.3721,7.407,0.4535,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,16675,1052,164,159,53,1230,0,159,32,173,50,0,15,451,72,10,11,14.0,2.2,0.8,0.3,6.5,0.0,0.8,0.2,0.9,0.3,0.0,0.1,2.4,0.4,0.1,0.1
27,Minnesota,MN,27163,Washington County,27163,"Washington County, Minnesota",384.71792471652,268651,0,104880,129,101177,542,21224,1811,4419,603,18369,1118,6927,765,9182,874,42328,26,64842,26,25069,1289,4776,589,2915,448,54179,588,10982,810,1524,314,1198,277,4181,451,3331,114,8.0,0.7,3.0,0.4,18.2,1.1,3.8,0.4,3.5,0.3,15.8,0.1,24.1,0.1,9.4,0.5,4.7,0.6,1.2,0.2,20.2,0.2,10.4,0.8,1.5,0.3,1.1,0.3,4.1,0.4,1.2,0.0,0.0116,0.2558,0.2209,0.0233,0.1047,0.6163,0.0116,0.1512,0.7093,0.0349,0.4651,0.7442,2.1047,0.2442,0.8605,0.8605,0.8605,0.7326,0.093,0.186,0.1744,0.093,1.279,0.0814,4.8605,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226974,6244,512,12826,815,12480,0,18550,433,489,116,83,42,8953,1056,798,389,6.2,0.5,4.8,0.3,4.6,0.0,6.9,0.2,0.2,0.1,0.0,0.1,3.3,0.4,0.3,0.1
27,Minnesota,MN,27165,Watonwan County,27165,"Watonwan County, Minnesota",434.947257068074,11205,0,4879,41,4301,131,2117,392,342,142,760,141,921,160,1260,305,2277,62,2743,38,1340,169,186,80,782,233,3399,41,355,107,223,92,128,67,280,91,163,17,19.1,3.5,6.1,2.5,17.7,3.2,12.2,2.1,11.4,2.8,20.3,0.6,24.5,0.3,12.1,1.5,4.3,1.9,7.5,2.2,30.3,0.4,7.3,2.2,4.6,1.9,3.0,1.4,6.5,2.1,1.5,0.2,0.593,0.9419,0.1512,0.9651,0.9651,3.6163,0.8605,0.5,0.7558,0.3721,0.3372,0.9884,2.9535,0.8488,0.9535,0.9535,0.9535,0.5116,0.5581,0.8953,0.7791,0.2326,2.9767,0.7093,10.5,0.8721,0,1,0,1,1,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,5,9463,824,125,45,33,3044,0,157,51,7,20,0,15,130,53,16,32,19.2,2.7,0.4,0.3,27.2,0.0,1.4,0.5,0.1,0.2,0.0,0.2,1.2,0.5,0.1,0.3
27,Minnesota,MN,27167,Wilkin County,27167,"Wilkin County, Minnesota",751.03783237521,6454,0,2992,31,2667,104,1239,231,170,78,520,105,301,85,165,68,1220,19,1398,43,902,124,108,45,13,49,522,32,323,101,175,61,39,33,140,59,135,11,19.6,3.7,5.0,2.2,19.5,3.9,6.7,1.9,2.6,1.1,18.9,0.3,21.7,0.7,14.2,2.0,4.1,1.7,0.2,0.8,8.1,0.5,10.8,3.4,5.8,2.0,1.4,1.1,5.2,2.2,2.1,0.2,0.6395,0.814,0.3721,0.4767,0.0116,2.3139,0.4419,0.407,0.2558,0.7093,0.2558,0.1047,1.7326,0.0814,0.2326,0.2326,0.2326,0.7674,0.7093,0.3837,0.5,0.5,2.8604,0.6628,7.1395,0.3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4686,501,102,31,19,233,0,4,6,18,15,0,13,209,23,27,31,18.8,3.7,0.5,0.3,3.6,0.0,0.1,0.1,0.3,0.2,0.0,0.3,3.2,0.4,0.4,0.5
27,Minnesota,MN,27169,Winona County,27169,"Winona County, Minnesota",626.17679887526,49792,0,21702,52,20215,324,9899,745,795,190,4868,466,2125,220,2557,426,8840,64,8826,57,5466,469,734,195,317,108,4856,92,2824,388,857,120,375,123,1468,234,3467,41,21.3,1.6,2.8,0.7,24.1,2.3,6.9,0.7,5.2,0.9,17.8,0.1,17.7,0.1,11.1,1.0,3.6,1.0,0.7,0.2,9.8,0.2,13.0,1.8,3.9,0.6,1.9,0.6,7.3,1.1,7.0,0.1,0.8372,0.186,0.8721,0.5465,0.6395,3.0813,0.6977,0.2791,0.0233,0.1977,0.1279,0.5233,1.1513,0.0,0.3837,0.3837,0.3837,0.8953,0.4884,0.593,0.8837,0.9535,3.8139,0.9535,8.4302,0.6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,49469,1853,284,678,177,1588,0,1180,153,119,52,4,6,1215,214,72,67,9.2,1.4,1.4,0.4,3.2,0.0,2.4,0.3,0.2,0.1,0.0,0.1,2.4,0.4,0.1,0.1
27,Minnesota,MN,27171,Wright County,27171,"Wright County, Minnesota",661.1589037871059,142543,0,54942,115,51523,310,12140,1493,1718,389,9348,743,4707,526,6359,1050,18550,118,39153,0,12887,934,2551,436,683,222,14414,550,3551,408,2052,355,765,173,1430,254,1138,65,8.6,1.1,2.2,0.5,18.1,1.4,5.1,0.6,4.5,0.7,13.0,0.1,27.5,0.0,9.1,0.7,4.9,0.8,0.5,0.2,10.1,0.4,6.4,0.7,3.7,0.6,1.4,0.3,2.8,0.5,0.8,0.0,0.0349,0.1279,0.186,0.1512,0.3721,0.8721,0.0698,0.0233,0.9767,0.0233,0.5349,0.3605,1.9187,0.1512,0.4186,0.4186,0.4186,0.4302,0.4767,0.3837,0.0116,0.0,1.3022,0.1047,4.5116,0.0349,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,116786,4376,513,2010,389,4761,0,1902,253,204,96,7,9,4931,684,599,335,8.5,1.0,1.4,0.3,3.3,0.0,1.3,0.2,0.1,0.1,0.0,0.1,3.5,0.5,0.4,0.2
27,Minnesota,MN,27173,Yellow Medicine County,27173,"Yellow Medicine County, Minnesota",759.100843684634,9569,0,4526,34,3978,93,1803,197,158,48,680,100,490,95,370,98,1959,22,2221,25,1245,131,218,58,71,50,1095,8,209,58,68,20,92,40,214,61,250,25,19.2,2.1,3.2,1.0,17.1,2.5,7.4,1.4,3.9,1.0,20.5,0.2,23.2,0.3,13.2,1.4,5.5,1.5,0.8,0.6,11.4,0.1,4.6,1.3,1.5,0.4,2.3,0.9,5.4,1.5,2.6,0.3,0.6163,0.3721,0.093,0.7093,0.2209,2.0116,0.3953,0.5349,0.5233,0.5465,0.7209,0.5698,2.8954,0.8372,0.4884,0.4884,0.4884,0.1279,0.093,0.7442,0.5814,0.6395,2.186,0.3837,7.5814,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8434,644,76,78,28,491,0,53,14,216,32,0,13,257,46,0,13,16.2,1.8,0.8,0.3,5.1,0.0,0.6,0.1,2.3,0.3,0.0,0.2,2.7,0.5,0.0,0.2
